scenario,block_position,missing_rate,missing_rate_pct,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
random,none,0.5,50,spline_interpolation,0.099718,0.210942,0.998762,504,504
random,none,0.5,50,time_interpolation,0.101995,0.180866,0.99909,504,504
random,none,0.6,60,adaptive_imputation,0.122993,0.236891,0.99847,605,605
random,none,0.6,60,cubic_interpolation,0.122993,0.236891,0.99847,605,605
random,none,0.6,60,decision_tree,0.718201,1.024005,0.971419,605,605
random,none,0.6,60,forward_fill,0.27405,0.423516,0.995111,605,605
random,none,0.6,60,knn,0.262116,0.401984,0.995596,605,605
random,none,0.6,60,knn_upgraded,0.498148,1.112322,0.966277,605,605
random,none,0.6,60,linear_interpolation,0.127625,0.248372,0.998319,605,605
random,none,0.6,60,moving_average,0.232347,0.373313,0.996201,605,605
random,none,0.6,60,random_forest,0.764352,0.984238,0.973596,605,605
random,none,0.6,60,spline_interpolation,0.123189,0.237052,0.998468,605,605
random,none,0.6,60,time_interpolation,0.127625,0.248372,0.998319,605,605
random,none,0.7,70,adaptive_imputation,0.177387,0.332024,0.997066,706,706
random,none,0.7,70,cubic_interpolation,0.213796,0.469148,0.994143,706,706
random,none,0.7,70,decision_tree,0.663647,0.973025,0.974804,706,706
random,none,0.7,70,forward_fill,0.40762,0.718256,0.986271,706,706
random,none,0.7,70,knn,0.341858,0.573273,0.991254,706,706
random,none,0.7,70,knn_upgraded,1.186051,3.106364,0.743209,706,706
random,none,0.7,70,linear_interpolation,0.177387,0.332024,0.997066,706,706
random,none,0.7,70,moving_average,0.295459,0.513447,0.992984,706,706
random,none,0.7,70,random_forest,0.807709,1.102752,0.967638,706,706
random,none,0.7,70,spline_interpolation,0.213956,0.469216,0.994141,706,706
random,none,0.7,70,time_interpolation,0.177387,0.332024,0.997066,706,706
random,none,0.8,80,adaptive_imputation,0.17855,0.314456,0.997359,806,806
random,none,0.8,80,cubic_interpolation,0.193895,0.344621,0.996827,806,806
random,none,0.8,80,decision_tree,0.688137,0.999724,0.973302,806,806
random,none,0.8,80,forward_fill,0.541638,0.983812,0.974145,806,806
random,none,0.8,80,knn,0.435489,0.752735,0.984864,806,806
random,none,0.8,80,knn_upgraded,1.546713,3.481788,0.676161,806,806
random,none,0.8,80,linear_interpolation,0.17855,0.314456,0.997359,806,806
random,none,0.8,80,moving_average,0.352796,0.660646,0.988341,806,806
random,none,0.8,80,random_forest,0.91214,1.235621,0.959215,806,806
random,none,0.8,80,spline_interpolation,0.193612,0.344311,0.996833,806,806
random,none,0.8,80,time_interpolation,0.17855,0.314456,0.997359,806,806
