repeat,window_id,seed,scenario,block_position,missing_rate,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
4,4,31718,block,none,0.60,knn_upgraded,2.700240,3.447164,-0.198462,605,605
4,4,31718,block,none,0.60,decision_tree,2.682711,3.416146,-0.176991,605,605
4,4,31718,block,none,0.60,random_forest,2.691528,3.428056,-0.185212,605,605
4,4,31718,block,none,0.60,neural_net,2.694267,3.529223,-0.256199,605,605
4,4,31718,block,none,0.60,adaptive_imputation,2.681457,3.413636,-0.175262,605,605
5,5,39637,block,none,0.60,forward_fill,7.934430,9.182806,-2.927626,605,605
5,5,39637,block,none,0.60,linear_interpolation,4.808169,6.030105,-0.693671,605,605
5,5,39637,block,none,0.60,time_interpolation,4.808169,6.030105,-0.693671,605,605
5,5,39637,block,none,0.60,cubic_interpolation,18.314602,19.773121,-17.210832,605,605
5,5,39637,block,none,0.60,spline_interpolation,18.314602,19.773121,-17.210832,605,605
5,5,39637,block,none,0.60,moving_average,7.869807,9.156977,-2.905562,605,605
5,5,39637,block,none,0.60,knn,4.808169,6.030105,-0.693671,605,605
5,5,39637,block,none,0.60,knn_upgraded,4.824458,6.048650,-0.704105,605,605
5,5,39637,block,none,0.60,decision_tree,4.861894,6.089720,-0.727325,605,605
5,5,39637,block,none,0.60,random_forest,4.848441,6.075631,-0.719341,605,605
5,5,39637,block,none,0.60,neural_net,4.826093,6.049047,-0.704328,605,605
5,5,39637,block,none,0.60,adaptive_imputation,4.808169,6.030105,-0.693671,605,605
6,6,47556,block,none,0.60,forward_fill,3.863339,4.384510,-0.130516,605,605
6,6,47556,block,none,0.60,linear_interpolation,3.588721,4.134539,-0.005284,605,605
6,6,47556,block,none,0.60,time_interpolation,3.588721,4.134539,-0.005284,605,605
6,6,47556,block,none,0.60,cubic_interpolation,17.523259,20.005343,-22.535665,605,605
6,6,47556,block,none,0.60,spline_interpolation,17.523259,20.005343,-22.535665,605,605
6,6,47556,block,none,0.60,moving_average,3.860893,4.384099,-0.130304,605,605
6,6,47556,block,none,0.60,knn,3.588721,4.134539,-0.005284,605,605
6,6,47556,block,none,0.60,knn_upgraded,3.593063,4.136557,-0.006265,605,605
6,6,47556,block,none,0.60,decision_tree,3.515719,4.069667,0.026015,605,605
6,6,47556,block,none,0.60,random_forest,3.587917,4.137104,-0.006532,605,605
6,6,47556,block,none,0.60,neural_net,3.570747,4.158501,-0.016970,605,605
6,6,47556,block,none,0.60,adaptive_imputation,3.588721,4.134539,-0.005284,605,605
7,7,55475,block,none,0.60,forward_fill,2.309587,2.888620,-0.205752,605,605
7,7,55475,block,none,0.60,linear_interpolation,2.742669,3.396785,-0.667299,605,605
7,7,55475,block,none,0.60,time_interpolation,2.742669,3.396785,-0.667299,605,605
7,7,55475,block,none,0.60,cubic_interpolation,10.671172,12.279472,-20.788973,605,605
7,7,55475,block,none,0.60,spline_interpolation,10.671172,12.279472,-20.788973,605,605
7,7,55475,block,none,0.60,moving_average,2.290182,2.870721,-0.190856,605,605
7,7,55475,block,none,0.60,knn,2.742669,3.396785,-0.667299,605,605
7,7,55475,block,none,0.60,knn_upgraded,2.731184,3.390526,-0.661161,605,605
7,7,55475,block,none,0.60,decision_tree,2.678423,3.328545,-0.600982,605,605
7,7,55475,block,none,0.60,random_forest,2.724198,3.377533,-0.648454,605,605
7,7,55475,block,none,0.60,neural_net,2.676781,3.352812,-0.624411,605,605
7,7,55475,block,none,0.60,adaptive_imputation,2.742669,3.396785,-0.667299,605,605
8,8,63394,block,none,0.60,forward_fill,17.393851,17.934305,-15.845726,605,605
8,8,63394,block,none,0.60,linear_interpolation,8.557853,10.071363,-4.312478,605,605
8,8,63394,block,none,0.60,time_interpolation,8.557853,10.071363,-4.312478,605,605
8,8,63394,block,none,0.60,cubic_interpolation,26.860062,31.093461,-49.635927,605,605
8,8,63394,block,none,0.60,spline_interpolation,26.860062,31.093461,-49.635927,605,605
8,8,63394,block,none,0.60,moving_average,17.201688,17.824494,-15.640065,605,605
8,8,63394,block,none,0.60,knn,8.557853,10.071363,-4.312478,605,605
8,8,63394,block,none,0.60,knn_upgraded,8.507484,10.014393,-4.252546,605,605
8,8,63394,block,none,0.60,decision_tree,8.210390,9.660782,-3.888157,605,605
8,8,63394,block,none,0.60,random_forest,8.497917,9.997882,-4.235241,605,605
8,8,63394,block,none,0.60,neural_net,8.429464,9.932685,-4.167184,605,605
8,8,63394,block,none,0.60,adaptive_imputation,8.557853,10.071363,-4.312478,605,605
9,9,71313,block,none,0.60,forward_fill,7.354810,7.861649,-7.010864,605,605
9,9,71313,block,none,0.60,linear_interpolation,4.960784,5.633738,-3.113822,605,605
9,9,71313,block,none,0.60,time_interpolation,4.960784,5.633738,-3.113822,605,605
9,9,71313,block,none,0.60,cubic_interpolation,33.908721,39.532653,-201.564815,605,605
9,9,71313,block,none,0.60,spline_interpolation,33.908721,39.532653,-201.564815,605,605
9,9,71313,block,none,0.60,moving_average,7.329638,7.850190,-6.987529,605,605
9,9,71313,block,none,0.60,knn,4.960784,5.633738,-3.113822,605,605
9,9,71313,block,none,0.60,knn_upgraded,4.969190,5.644147,-3.129036,605,605
9,9,71313,block,none,0.60,decision_tree,5.070649,5.747106,-3.281051,605,605
9,9,71313,block,none,0.60,random_forest,5.115224,5.794549,-3.352025,605,605
9,9,71313,block,none,0.60,neural_net,4.995866,5.651240,-3.139421,605,605
9,9,71313,block,none,0.60,adaptive_imputation,4.960784,5.633738,-3.113822,605,605
10,10,79232,block,none,0.60,forward_fill,5.531785,6.109872,-1.485417,605,605
10,10,79232,block,none,0.60,linear_interpolation,3.273961,3.930654,-0.028643,605,605
10,10,79232,block,none,0.60,time_interpolation,3.273961,3.930654,-0.028643,605,605
10,10,79232,block,none,0.60,cubic_interpolation,26.166614,29.562739,-57.186791,605,605
10,10,79232,block,none,0.60,spline_interpolation,26.166614,29.562739,-57.186791,605,605
10,10,79232,block,none,0.60,moving_average,5.486294,6.087602,-1.467332,605,605
10,10,79232,block,none,0.60,knn,3.273961,3.930654,-0.028643,605,605
10,10,79232,block,none,0.60,knn_upgraded,3.284611,3.946530,-0.036969,605,605
10,10,79232,block,none,0.60,decision_tree,3.274066,3.930786,-0.028712,605,605
10,10,79232,block,none,0.60,random_forest,3.291225,3.954430,-0.041125,605,605
10,10,79232,block,none,0.60,neural_net,3.275806,3.960355,-0.044247,605,605
10,10,79232,block,none,0.60,adaptive_imputation,3.273961,3.930654,-0.028643,605,605
11,11,87151,block,none,0.60,forward_fill,4.798645,5.734215,-0.086888,605,605
11,11,87151,block,none,0.60,linear_interpolation,4.519174,5.178727,0.113492,605,605
11,11,87151,block,none,0.60,time_interpolation,4.519174,5.178727,0.113492,605,605
11,11,87151,block,none,0.60,cubic_interpolation,65.846130,73.709338,-178.589803,605,605
11,11,87151,block,none,0.60,spline_interpolation,65.846130,73.709338,-178.589803,605,605
11,11,87151,block,none,0.60,moving_average,4.771110,5.704725,-0.075737,605,605
11,11,87151,block,none,0.60,knn,4.519174,5.178727,0.113492,605,605
11,11,87151,block,none,0.60,knn_upgraded,4.516052,5.182036,0.112359,605,605
11,11,87151,block,none,0.60,decision_tree,4.512440,5.189072,0.109947,605,605
11,11,87151,block,none,0.60,random_forest,4.501090,5.165450,0.118032,605,605
11,11,87151,block,none,0.60,neural_net,4.485373,5.152911,0.122309,605,605
11,11,87151,block,none,0.60,adaptive_imputation,4.519174,5.178727,0.113492,605,605
12,12,95070,block,none,0.60,forward_fill,2.812645,3.451545,-1.290196,605,605
12,12,95070,block,none,0.60,linear_interpolation,2.914218,3.540084,-1.409199,605,605
12,12,95070,block,none,0.60,time_interpolation,2.914218,3.540084,-1.409199,605,605
12,12,95070,block,none,0.60,cubic_interpolation,10.989924,13.268767,-32.845945,605,605
12,12,95070,block,none,0.60,spline_interpolation,10.989924,13.268767,-32.845945,605,605
12,12,95070,block,none,0.60,moving_average,2.816328,3.451938,-1.290717,605,605
12,12,95070,block,none,0.60,knn,2.914218,3.540084,-1.409199,605,605
12,12,95070,block,none,0.60,knn_upgraded,2.925887,3.553974,-1.428142,605,605
12,12,95070,block,none,0.60,decision_tree,2.915167,3.540993,-1.410436,605,605
12,12,95070,block,none,0.60,random_forest,2.929069,3.558763,-1.434689,605,605
12,12,95070,block,none,0.60,neural_net,2.934247,3.576279,-1.458715,605,605
12,12,95070,block,none,0.60,adaptive_imputation,2.914218,3.540084,-1.409199,605,605
13,13,102989,block,none,0.60,forward_fill,4.164959,5.144551,-0.836404,605,605
13,13,102989,block,none,0.60,linear_interpolation,3.441803,4.331714,-0.301945,605,605
13,13,102989,block,none,0.60,time_interpolation,3.441803,4.331714,-0.301945,605,605
13,13,102989,block,none,0.60,cubic_interpolation,13.341657,16.457213,-17.792552,605,605
13,13,102989,block,none,0.60,spline_interpolation,13.341657,16.457213,-17.792552,605,605
13,13,102989,block,none,0.60,moving_average,4.114434,5.119032,-0.818231,605,605
13,13,102989,block,none,0.60,knn,3.441803,4.331714,-0.301945,605,605
13,13,102989,block,none,0.60,knn_upgraded,3.448292,4.342007,-0.308140,605,605
13,13,102989,block,none,0.60,decision_tree,3.531345,4.461347,-0.381036,605,605
13,13,102989,block,none,0.60,random_forest,3.457922,4.358491,-0.318091,605,605
13,13,102989,block,none,0.60,neural_net,3.477095,4.384078,-0.333613,605,605
13,13,102989,block,none,0.60,adaptive_imputation,3.441803,4.331714,-0.301945,605,605
14,14,110908,block,none,0.60,forward_fill,4.023322,4.273366,-7.356712,605,605
14,14,110908,block,none,0.60,linear_interpolation,1.924462,2.140562,-1.096771,605,605
14,14,110908,block,none,0.60,time_interpolation,1.924462,2.140562,-1.096771,605,605
14,14,110908,block,none,0.60,cubic_interpolation,1.782039,2.072574,-0.965691,605,605
14,14,110908,block,none,0.60,spline_interpolation,1.782039,2.072574,-0.965691,605,605
14,14,110908,block,none,0.60,moving_average,3.986027,4.254450,-7.282893,605,605
14,14,110908,block,none,0.60,knn,1.924462,2.140562,-1.096771,605,605
14,14,110908,block,none,0.60,knn_upgraded,1.932394,2.148612,-1.112570,605,605
14,14,110908,block,none,0.60,decision_tree,1.926064,2.142172,-1.099925,605,605
14,14,110908,block,none,0.60,random_forest,1.932678,2.148200,-1.111761,605,605
14,14,110908,block,none,0.60,neural_net,1.930675,2.153436,-1.122068,605,605
14,14,110908,block,none,0.60,adaptive_imputation,4.023322,4.273366,-7.356712,605,605
15,15,118827,block,none,0.60,forward_fill,8.254645,9.827193,-2.347592,605,605
15,15,118827,block,none,0.60,linear_interpolation,6.218678,7.448514,-0.923149,605,605
15,15,118827,block,none,0.60,time_interpolation,6.218678,7.448514,-0.923149,605,605
15,15,118827,block,none,0.60,cubic_interpolation,12.525555,15.506418,-7.334827,605,605
15,15,118827,block,none,0.60,spline_interpolation,12.525555,15.506418,-7.334827,605,605
15,15,118827,block,none,0.60,moving_average,8.170016,9.774947,-2.312092,605,605
15,15,118827,block,none,0.60,knn,6.218678,7.448514,-0.923149,605,605
15,15,118827,block,none,0.60,knn_upgraded,6.198820,7.442877,-0.920239,605,605
15,15,118827,block,none,0.60,decision_tree,6.219516,7.450456,-0.924152,605,605
15,15,118827,block,none,0.60,random_forest,6.177883,7.422937,-0.909964,605,605
15,15,118827,block,none,0.60,neural_net,6.025681,7.269549,-0.831844,605,605
15,15,118827,block,none,0.60,adaptive_imputation,6.218678,7.448514,-0.923149,605,605
16,16,126746,block,none,0.60,forward_fill,2.223554,3.055374,-0.709679,605,605
16,16,126746,block,none,0.60,linear_interpolation,2.185978,2.740970,-0.375924,605,605
16,16,126746,block,none,0.60,time_interpolation,2.185978,2.740970,-0.375924,605,605
16,16,126746,block,none,0.60,cubic_interpolation,20.710150,24.335783,-107.461735,605,605
16,16,126746,block,none,0.60,spline_interpolation,20.710150,24.335783,-107.461735,605,605
16,16,126746,block,none,0.60,moving_average,2.209784,3.050648,-0.704395,605,605
16,16,126746,block,none,0.60,knn,2.185978,2.740970,-0.375924,605,605
16,16,126746,block,none,0.60,knn_upgraded,2.171057,2.709868,-0.344876,605,605
16,16,126746,block,none,0.60,decision_tree,2.214314,2.757893,-0.392967,605,605
16,16,126746,block,none,0.60,random_forest,2.189715,2.728696,-0.363629,605,605
16,16,126746,block,none,0.60,neural_net,2.146605,2.670773,-0.306350,605,605
16,16,126746,block,none,0.60,adaptive_imputation,2.185978,2.740970,-0.375924,605,605
17,17,134665,block,none,0.60,forward_fill,8.776628,9.739549,-4.316660,605,605
17,17,134665,block,none,0.60,linear_interpolation,2.826349,3.587370,0.278704,605,605
17,17,134665,block,none,0.60,time_interpolation,2.826349,3.587370,0.278704,605,605
17,17,134665,block,none,0.60,cubic_interpolation,18.152345,20.381008,-22.281582,605,605
17,17,134665,block,none,0.60,spline_interpolation,18.152345,20.381008,-22.281583,605,605
17,17,134665,block,none,0.60,moving_average,8.651825,9.656097,-4.225940,605,605
17,17,134665,block,none,0.60,knn,2.826349,3.587370,0.278704,605,605
17,17,134665,block,none,0.60,knn_upgraded,2.855961,3.617979,0.266343,605,605
17,17,134665,block,none,0.60,decision_tree,3.016222,3.787978,0.195778,605,605
17,17,134665,block,none,0.60,random_forest,2.885550,3.648787,0.253795,605,605
17,17,134665,block,none,0.60,neural_net,2.846690,3.595534,0.275417,605,605
17,17,134665,block,none,0.60,adaptive_imputation,2.826349,3.587370,0.278704,605,605
18,18,142584,block,none,0.60,forward_fill,2.895554,3.682332,-0.536428,605,605
18,18,142584,block,none,0.60,linear_interpolation,3.006418,3.808008,-0.643092,605,605
18,18,142584,block,none,0.60,time_interpolation,3.006418,3.808008,-0.643092,605,605
18,18,142584,block,none,0.60,cubic_interpolation,22.013459,24.558346,-67.338344,605,605
18,18,142584,block,none,0.60,spline_interpolation,22.013459,24.558346,-67.338344,605,605
18,18,142584,block,none,0.60,moving_average,2.895589,3.682331,-0.536426,605,605
18,18,142584,block,none,0.60,knn,3.006418,3.808008,-0.643092,605,605
18,18,142584,block,none,0.60,knn_upgraded,2.986785,3.778975,-0.618133,605,605
18,18,142584,block,none,0.60,decision_tree,2.987385,3.780862,-0.619750,605,605
18,18,142584,block,none,0.60,random_forest,3.007918,3.809051,-0.643993,605,605
18,18,142584,block,none,0.60,neural_net,3.049878,3.840151,-0.670948,605,605
18,18,142584,block,none,0.60,adaptive_imputation,3.006418,3.808008,-0.643092,605,605
19,19,150503,block,none,0.60,forward_fill,7.212678,7.810341,-5.720164,605,605
19,19,150503,block,none,0.60,linear_interpolation,2.413843,3.046806,-0.022656,605,605
19,19,150503,block,none,0.60,time_interpolation,2.413843,3.046806,-0.022656,605,605
19,19,150503,block,none,0.60,cubic_interpolation,18.313314,19.488616,-40.840982,605,605
19,19,150503,block,none,0.60,spline_interpolation,18.313314,19.488616,-40.840982,605,605
19,19,150503,block,none,0.60,moving_average,7.133826,7.756841,-5.628415,605,605
19,19,150503,block,none,0.60,knn,2.413843,3.046806,-0.022656,605,605
19,19,150503,block,none,0.60,knn_upgraded,2.404400,3.041458,-0.019069,605,605
19,19,150503,block,none,0.60,decision_tree,2.459963,3.090236,-0.052018,605,605
19,19,150503,block,none,0.60,random_forest,2.460394,3.091358,-0.052782,605,605
19,19,150503,block,none,0.60,neural_net,2.582106,3.209126,-0.134523,605,605
19,19,150503,block,none,0.60,adaptive_imputation,7.212678,7.810341,-5.720164,605,605
0,0,42,block,none,0.70,forward_fill,3.504263,4.856674,-0.058613,706,706
0,0,42,block,none,0.70,linear_interpolation,5.738114,7.040671,-1.224782,706,706
0,0,42,block,none,0.70,time_interpolation,5.738114,7.040671,-1.224782,706,706
0,0,42,block,none,0.70,cubic_interpolation,10.142284,11.173684,-4.603406,706,706
0,0,42,block,none,0.70,spline_interpolation,10.142284,11.173684,-4.603406,706,706
0,0,42,block,none,0.70,moving_average,3.400939,4.706856,0.005692,706,706
0,0,42,block,none,0.70,knn,5.738114,7.040671,-1.224782,706,706
0,0,42,block,none,0.70,knn_upgraded,5.696283,7.002245,-1.200563,706,706
0,0,42,block,none,0.70,decision_tree,5.622327,6.939083,-1.161043,706,706
0,0,42,block,none,0.70,random_forest,5.692775,7.005847,-1.202828,706,706
0,0,42,block,none,0.70,neural_net,5.572690,6.895973,-1.134275,706,706
0,0,42,block,none,0.70,adaptive_imputation,3.504263,4.856674,-0.058613,706,706
1,1,7961,block,none,0.70,forward_fill,3.164263,4.113223,-0.547683,706,706
1,1,7961,block,none,0.70,linear_interpolation,2.196552,2.813860,0.275693,706,706
1,1,7961,block,none,0.70,time_interpolation,2.196552,2.813860,0.275693,706,706
1,1,7961,block,none,0.70,cubic_interpolation,26.478432,28.724861,-74.480268,706,706
1,1,7961,block,none,0.70,spline_interpolation,26.478432,28.724861,-74.480268,706,706
1,1,7961,block,none,0.70,moving_average,3.137548,4.098979,-0.536983,706,706
1,1,7961,block,none,0.70,knn,2.196552,2.813860,0.275693,706,706
1,1,7961,block,none,0.70,knn_upgraded,2.198816,2.823467,0.270739,706,706
1,1,7961,block,none,0.70,decision_tree,2.202363,2.827171,0.268824,706,706
1,1,7961,block,none,0.70,random_forest,2.200433,2.821004,0.272011,706,706
1,1,7961,block,none,0.70,neural_net,2.252958,2.896279,0.232642,706,706
1,1,7961,block,none,0.70,adaptive_imputation,3.164263,4.113223,-0.547683,706,706
2,2,15880,block,none,0.70,forward_fill,1.789065,2.195923,-0.013280,706,706
2,2,15880,block,none,0.70,linear_interpolation,1.786432,2.250761,-0.064520,706,706
2,2,15880,block,none,0.70,time_interpolation,1.786432,2.250761,-0.064520,706,706
2,2,15880,block,none,0.70,cubic_interpolation,1.999033,2.541792,-0.357610,706,706
2,2,15880,block,none,0.70,spline_interpolation,1.999033,2.541792,-0.357610,706,706
2,2,15880,block,none,0.70,moving_average,1.782589,2.194151,-0.011645,706,706
2,2,15880,block,none,0.70,knn,1.786432,2.250761,-0.064520,706,706
2,2,15880,block,none,0.70,knn_upgraded,1.786122,2.250424,-0.064201,706,706
2,2,15880,block,none,0.70,decision_tree,1.786922,2.251495,-0.065214,706,706
2,2,15880,block,none,0.70,random_forest,1.787705,2.251779,-0.065483,706,706
2,2,15880,block,none,0.70,neural_net,1.786406,2.254477,-0.068038,706,706
2,2,15880,block,none,0.70,adaptive_imputation,1.789065,2.195923,-0.013280,706,706
3,3,23799,block,none,0.70,forward_fill,4.284547,5.030704,-0.260413,706,706
3,3,23799,block,none,0.70,linear_interpolation,3.206490,4.030853,0.190812,706,706
3,3,23799,block,none,0.70,time_interpolation,3.206490,4.030853,0.190812,706,706
3,3,23799,block,none,0.70,cubic_interpolation,9.547893,11.694754,-5.811418,706,706
3,3,23799,block,none,0.70,spline_interpolation,9.547893,11.694754,-5.811418,706,706
3,3,23799,block,none,0.70,moving_average,4.241991,5.005859,-0.247994,706,706
3,3,23799,block,none,0.70,knn,3.206490,4.030853,0.190812,706,706
3,3,23799,block,none,0.70,knn_upgraded,3.207046,4.032532,0.190138,706,706
3,3,23799,block,none,0.70,decision_tree,3.206387,4.031078,0.190722,706,706
3,3,23799,block,none,0.70,random_forest,3.210761,4.042743,0.186031,706,706
3,3,23799,block,none,0.70,neural_net,3.211728,4.045104,0.185080,706,706
3,3,23799,block,none,0.70,adaptive_imputation,4.284547,5.030704,-0.260413,706,706
4,4,31718,block,none,0.70,forward_fill,8.840085,9.332806,-8.727464,706,706
4,4,31718,block,none,0.70,linear_interpolation,6.587713,7.288749,-4.933093,706,706
